,final_review_text,final_rating,sentiment,clean_review
3655,"Good shuttles, excellent for indoor and windfree outdoor badminton games.READ MORE",5.0,1.0,good shuttle excellent indoor windfree outdoor badminton gamesread
3656,AwesomeREAD MORE,5.0,1.0,awesomeread
3657,Shuttles are genuine. You can follow steps to check whether it is genuine or not.READ MORE,4.0,1.0,shuttle genuine follow step check whether genuine notread
3658,Good qualityREAD MORE,5.0,1.0,good qualityread
3659,Good product ?READ MORE,5.0,1.0,good product read
3660,To good quality thanks flipkartREAD MORE,5.0,1.0,good quality thanks flipkartread
3661,SuperbREAD MORE,5.0,1.0,superbread
3662,NiceREAD MORE,5.0,1.0,niceread
3663,NiceREAD MORE,5.0,1.0,niceread
3664,Gr8 productREAD MORE,5.0,1.0,gr productread
3665,"Good product,, Better quality .... 4/5READ MORE",5.0,1.0,good product better quality read
3666,Hyper delivery  with good quality packaging and quality nylon shatilaREAD MORE,5.0,1.0,hyper delivery good quality packaging quality nylon shatilaread
3667,Good one for us. We play outdoor everyday. Constant play for 2 hours. The shuttle lasted for three weeks. We don't play professional but we do play hard. And few of us are not really good so we hit the shuttle with the rod as well. But still the shuttle is good. The one point I removed is for the plastic which starts to get ruptured and the price should be within middle class range. It is a little higher.READ MORE,4.0,1.0,good one u play outdoor everyday constant play hour shuttle lasted three week dont play professional play hard u really good hit shuttle rod well still shuttle good one point removed plastic start get ruptured price within middle class range little higherread
3668,GoodREAD MORE,4.0,1.0,goodread
3669,"Looks nice,new packing,very fast delivery only 2 daysREAD MORE",5.0,1.0,look nicenew packingvery fast delivery daysread
3670,FantasticREAD MORE,5.0,1.0,fantasticread
3671,Awsome.. precision is 👌👌👌READ MORE,5.0,1.0,awsome precision read
3672,not badREAD MORE,5.0,1.0,badread
3673,GoodREAD MORE,5.0,1.0,goodread
3674,Wen I purchase 3rd time quality was very bad... not even stand for just 1 game😭READ MORE,1.0,0.0,wen purchase rd time quality bad even stand gameread
3675,GoodREAD MORE,4.0,1.0,goodread
3676,Good quality .. delivered in 2 days .. less than shop priceREAD MORE,5.0,1.0,good quality delivered day less shop priceread
3677,"Product delivered before the expected delivery within 48 hours, received genuine product as expected.Thanks flipkartREAD MORE",5.0,1.0,product delivered expected delivery within hour received genuine product expectedthanks flipkartread
3678,Good qualityREAD MORE,4.0,1.0,good qualityread
3679,WonderfulREAD MORE,5.0,1.0,wonderfulread
3680,Superb product at good quality and with reasonable price.READ MORE,4.0,1.0,superb product good quality reasonable priceread
3681,goodREAD MORE,4.0,1.0,goodread
3682,Good productREAD MORE,5.0,1.0,good productread
3683,Those balls r not in good qualityREAD MORE,2.0,0.0,ball r good qualityread
3684,AwesomeREAD MORE,5.0,1.0,awesomeread
3685,"Suitable for indoor,, highly recommendedREAD MORE",5.0,1.0,suitable indoor highly recommendedread
3686,Original product.... Thanks for sending original products....READ MORE,5.0,1.0,original product thanks sending original productsread
3687,BestREAD MORE,5.0,1.0,bestread
3688,Good productREAD MORE,4.0,1.0,good productread
3689,GoodREAD MORE,4.0,1.0,goodread
3690,"Great product and reasonable price , too cheaper than offline purchase and good delivery service as wellGo grab itIt's a great deay ❤️❤️READ MORE",5.0,1.0,great product reasonable price cheaper offline purchase good delivery service wellgo grab itits great deay read
3692,Nice ...👍🏻READ MORE,5.0,1.0,nice read
3693,FineREAD MORE,4.0,1.0,fineread
3694,OkREAD MORE,2.0,0.0,okread
3695,Very goodREAD MORE,5.0,1.0,goodread
3696,Not goodREAD MORE,1.0,0.0,goodread
3697,GoodREAD MORE,5.0,1.0,goodread
3699,nice shuttle... You can buyREAD MORE,5.0,1.0,nice shuttle buyread
3700,ExcellentREAD MORE,5.0,1.0,excellentread
3701,Very good.product.. genuine..READ MORE,5.0,1.0,goodproduct genuineread
3702,SuperREAD MORE,5.0,1.0,superread
3703,Excellent shuttles. I have been using them since years. Best quality.READ MORE,5.0,1.0,excellent shuttle using since year best qualityread
3704,SatisfactionREAD MORE,5.0,1.0,satisfactionread
3705,Nice shuttles and reasonable price. excellent qualityREAD MORE,4.0,1.0,nice shuttle reasonable price excellent qualityread
3707,GoodREAD MORE,5.0,1.0,goodread
3708,More damages.READ MORE,1.0,0.0,damagesread
3709,Super cockes white nis projectREAD MORE,4.0,1.0,super cockes white ni projectread
3710,awesome shuttleREAD MORE,5.0,1.0,awesome shuttleread
3711,NiceREAD MORE,5.0,1.0,niceread
3712,Worth of moneyREAD MORE,5.0,1.0,worth moneyread
3713,GoodREAD MORE,5.0,1.0,goodread
3715,Pro levelREAD MORE,5.0,1.0,pro levelread
3716,Genuine quality with super fast delivery.READ MORE,5.0,1.0,genuine quality super fast deliveryread
3717,It's good to use..... Very nice productREAD MORE,4.0,1.0,good use nice productread
3718,GoodREAD MORE,5.0,1.0,goodread
3719,SuperREAD MORE,4.0,1.0,superread
3720,Superb and high quality productsREAD MORE,5.0,1.0,superb high quality productsread
3721,niceREAD MORE,4.0,1.0,niceread
3722,GoodREAD MORE,5.0,1.0,goodread
3723,Clean and neat. I received it. Exact as advertisedREAD MORE,5.0,1.0,clean neat received exact advertisedread
3724,Super and best qualityREAD MORE,5.0,1.0,super best qualityread
3725,Best productREAD MORE,5.0,1.0,best productread
3726,Good qualityREAD MORE,4.0,1.0,good qualityread
3727,Orginal same oneREAD MORE,5.0,1.0,orginal oneread
3728,Nice productREAD MORE,5.0,1.0,nice productread
3729,GoodREAD MORE,4.0,1.0,goodread
3730,Good qualityREAD MORE,5.0,1.0,good qualityread
3731,GoodREAD MORE,5.0,1.0,goodread
3732,GoodREAD MORE,5.0,1.0,goodread
3733,Awesome....READ MORE,5.0,1.0,awesomeread
3734,"Nice product, Must BuyREAD MORE",5.0,1.0,nice product must buyread
3735,Quality product!READ MORE,4.0,1.0,quality productread
3736,PerfectREAD MORE,5.0,1.0,perfectread
3737,GoodREAD MORE,5.0,1.0,goodread
3738,Thank you Vishnu nice delivered the productREAD MORE,5.0,1.0,thank vishnu nice delivered productread
3739,GoodREAD MORE,4.0,1.0,goodread
3740,Superb qualityREAD MORE,4.0,1.0,superb qualityread
3741,Tx product but price costlyREAD MORE,1.0,0.0,tx product price costlyread
3742,Nice productREAD MORE,5.0,1.0,nice productread
3743,GoodREAD MORE,4.0,1.0,goodread
3744,Are durable & quality is satisfying..READ MORE,4.0,1.0,durable quality satisfyingread
3745,Excellent workREAD MORE,5.0,1.0,excellent workread
3746,Satisfied with the productREAD MORE,5.0,1.0,satisfied productread
3747,Nice product but price is quite high than marketREAD MORE,4.0,1.0,nice product price quite high marketread
3748,Shuttles are 100% genuine...pls go head of any one want to buy..READ MORE,5.0,1.0,shuttle genuinepls go head one want buyread
3749,GoodREAD MORE,4.0,1.0,goodread
3750,Must buyREAD MORE,5.0,1.0,must buyread
3751,Good qualityREAD MORE,4.0,1.0,good qualityread
3752,good qualityREAD MORE,5.0,1.0,good qualityread
3753,Every time we r fecing problem order not teking why ru doing  like this ur doing bussiness we r orders perfect payment why don't u take ordersREAD MORE,5.0,1.0,every time r fecing problem order teking ru like ur bussiness r order perfect payment dont u take ordersread
3754,GreatREAD MORE,5.0,1.0,greatread
3755,Good ....READ MORE,5.0,1.0,good read
3756,SuperREAD MORE,5.0,1.0,superread
3757,NiceREAD MORE,4.0,1.0,niceread
3758,Beautiful productREAD MORE,5.0,1.0,beautiful productread
3759,Overall product is good but Price is a bit highREAD MORE,4.0,1.0,overall product good price bit highread
3760,BetterREAD MORE,4.0,1.0,betterread
3761,old stock. It was medium speed but practically very fastREAD MORE,2.0,0.0,old stock medium speed practically fastread
3763,Good qualityREAD MORE,4.0,1.0,good qualityread
3764,Good to play.Very durable and long lasting.READ MORE,5.0,1.0,good playvery durable long lastingread
3765,GoodREAD MORE,5.0,1.0,goodread
3766,Cheap and best product ever we can find with this rate in other shopping sites thank you flipkartREAD MORE,5.0,1.0,cheap best product ever find rate shopping site thank flipkartread
3767,GoodREAD MORE,5.0,1.0,goodread
3768,REALLY GOOD PRODUCT 👌READ MORE,5.0,1.0,really good product read
3769,NiceREAD MORE,4.0,1.0,niceread
3770,Nice oneREAD MORE,5.0,1.0,nice oneread
3771,Good original productREAD MORE,5.0,1.0,good original productread
3772,NICREAD MORE,5.0,1.0,nicread
3773,Yonexxx is yonexxx don't compare it with others.READ MORE,5.0,1.0,yonexxx yonexxx dont compare othersread
3774,Yonox is yonox Great qualityREAD MORE,5.0,1.0,yonox yonox great qualityread
3775,Value for money nice cork worth itREAD MORE,5.0,1.0,value money nice cork worth itread
3776,Long lastingREAD MORE,5.0,1.0,long lastingread
3777,NiceREAD MORE,5.0,1.0,niceread
3778,Good quality lasted for more than 30 matches a single cork .READ MORE,5.0,1.0,good quality lasted match single cork read
3780,Super originalREAD MORE,4.0,1.0,super originalread
3781,"Good one, I feel speed different between green vs whiteREAD MORE",5.0,1.0,good one feel speed different green v whiteread
3782,Best quality superREAD MORE,5.0,1.0,best quality superread
3783,GoodREAD MORE,4.0,1.0,goodread
3784,I love your products 😍❤️💖♥️♥️♥️♥️♥️♥️READ MORE,5.0,1.0,love product read
3785,Best buyREAD MORE,5.0,1.0,best buyread
3786,GoodREAD MORE,5.0,1.0,goodread
3787,As good as expected 👍READ MORE,5.0,1.0,good expected read
3788,Quality cheating worst of moneyREAD MORE,2.0,0.0,quality cheating worst moneyread
3789,Quality is very good and the delivery is very quick.READ MORE,5.0,1.0,quality good delivery quickread
3790,Very good product and delivery before due date. If you are planning to purchase Mavis10/ Movies 200i please don't waste and go for 350.READ MORE,4.0,1.0,good product delivery due date planning purchase mavis movie please dont waste go read
3791,"Very slow shuttle , I feel dulicateREAD MORE",1.0,0.0,slow shuttle feel dulicateread
3792,Very nice productREAD MORE,5.0,1.0,nice productread
3793,Shuttle is Nice and well packed   Thanks FlipkartREAD MORE,5.0,1.0,shuttle nice well packed thanks flipkartread
3794,Good ! Go for itREAD MORE,1.0,0.0,good go itread
3795,Best choiceREAD MORE,4.0,1.0,best choiceread
3797,It's awesome..READ MORE,5.0,1.0,awesomeread
3798,"It's not suitable in open ground practice, it feels heavy weightREAD MORE",2.0,0.0,suitable open ground practice feel heavy weightread
3799,NicREAD MORE,5.0,1.0,nicread
3800,Original productREAD MORE,5.0,1.0,original productread
3801,It is a good product at affordable price @729rupeesREAD MORE,5.0,1.0,good product affordable price rupeesread
3802,GoodREAD MORE,4.0,1.0,goodread
3803,Good qualityREAD MORE,4.0,1.0,good qualityread
3804,best for Open groundREAD MORE,5.0,1.0,best open groundread
3805,ExcellentREAD MORE,5.0,1.0,excellentread
3806,"Good Quality I play 2 hours vigoursly daily each shuttle last for 2 days if played vigoursly(smashes) otherwise 3-4 days each shuttle. This is my 7th shuttle box ordered under Retail.Net. But lot of price up/downs, I think due to huge demand.READ MORE",4.0,1.0,good quality play hour vigoursly daily shuttle last day played vigourslysmashes otherwise day shuttle th shuttle box ordered retailnet lot price updowns think due huge demandread
3807,Good & genuine shuttleREAD MORE,5.0,1.0,good genuine shuttleread
3808,It's not original one.Failed sunrise test. I was unable to scratch the hologram to get the code.READ MORE,1.0,0.0,original onefailed sunrise test unable scratch hologram get coderead
3809,gud qualityREAD MORE,5.0,1.0,gud qualityread
3810,BetterREAD MORE,5.0,1.0,betterread
3811,SuperREAD MORE,4.0,1.0,superread
3812,Excellent...READ MORE,5.0,1.0,excellentread
3813,GoodREAD MORE,4.0,1.0,goodread
3814,The product i reseaved was bad.READ MORE,2.0,0.0,product reseaved badread
3815,NiceREAD MORE,5.0,1.0,niceread
3816,GoodREAD MORE,5.0,1.0,goodread
3817,"Perfect 👌 original,fast deliveryREAD MORE",5.0,1.0,perfect originalfast deliveryread
3818,Nice shuttleREAD MORE,4.0,1.0,nice shuttleread
3820,Very good qualityREAD MORE,5.0,1.0,good qualityread
3821,Nice product.READ MORE,4.0,1.0,nice productread
3822,Very niceREAD MORE,5.0,1.0,niceread
3823,Nice..READ MORE,5.0,1.0,niceread
3824,NiceREAD MORE,5.0,1.0,niceread
3825,Good qualityREAD MORE,5.0,1.0,good qualityread
3826,NiceREAD MORE,5.0,1.0,niceread
3827,BadREAD MORE,1.0,0.0,badread
3828,Very bad Every day one gets damagedREAD MORE,1.0,0.0,bad every day one get damagedread
3829,Very good long lifeREAD MORE,5.0,1.0,good long liferead
3830,Good oneREAD MORE,5.0,1.0,good oneread
3831,Good one...!!READ MORE,5.0,1.0,good oneread
3832,Original but price is too muchREAD MORE,5.0,1.0,original price muchread
3833,GoodREAD MORE,4.0,1.0,goodread
3834,Good productREAD MORE,5.0,1.0,good productread
3835,It's niceREAD MORE,5.0,1.0,niceread
3836,Good productREAD MORE,4.0,1.0,good productread
3837,In the absence of Mavis 500 this is the best product.READ MORE,5.0,1.0,absence mavis best productread
3838,The first shuttle i use is bit fast.. but now the 2nd and third is good to play with.. Appropriate Speed and good to use.. Go on if u r not a national player... 😎😛READ MORE,4.0,1.0,first shuttle use bit fast nd third good play appropriate speed good use go u r national player read
3839,2 shuttle out of 6 was partially Manufacturing defected. product was looking original. Seller should pay attention that customer is paying amount for 6 shuttle.READ MORE,4.0,1.0,shuttle partially manufacturing defected product looking original seller pay attention customer paying amount shuttleread
3840,Good turst itREAD MORE,5.0,1.0,good turst itread
3841,Worst product I think Mavis 350 was more durable than average shuttle but thought of mine was a clear blunder as it doesn't lasts for at least 1day. The cork was broken after 6-7 set play. If you plays in indoor then you can go with this otherwise you will donated money to FlipkartREAD MORE,1.0,0.0,worst product think mavis durable average shuttle thought mine clear blunder doesnt last least day cork broken set play play indoor go otherwise donated money flipkartread
3842,OkREAD MORE,4.0,1.0,okread
3843,Genuine product😀READ MORE,5.0,1.0,genuine productread
3844,GoodREAD MORE,4.0,1.0,goodread
3845,Suitable for play and reasonable price.READ MORE,4.0,1.0,suitable play reasonable priceread
3846,Have been purchasing the shuttles from Flipkart for a very long time now. But the quality of the shuttles has been lacking recently. May not buy anymore due to lack of Quality.READ MORE,2.0,0.0,purchasing shuttle flipkart long time quality shuttle lacking recently may buy anymore due lack qualityread
3847,Very fast delivery thank you flipkartREAD MORE,4.0,1.0,fast delivery thank flipkartread
3848,Good productREAD MORE,5.0,1.0,good productread
3849,GoodREAD MORE,5.0,1.0,goodread
3850,nice oneREAD MORE,5.0,1.0,nice oneread
3851,FineREAD MORE,5.0,1.0,fineread
3852,GoodREAD MORE,4.0,1.0,goodread
3853,WorthREAD MORE,5.0,1.0,worthread
3854,"Important month and delivery month, 😀same.... Totally new®️®️®️®️®️®️🙏READ MORE",5.0,1.0,important month delivery month totally newread
3855,The product is too good I like it very much Flipkart is the brand app I think so but the think always good and perfect 😘😘👌👌👌keep it up👍👍👍READ MORE,5.0,1.0,product good like much flipkart brand app think think always good perfect keep upread
3856,Good qualityREAD MORE,5.0,1.0,good qualityread
3857,"It doesn't felt to be a good one, the cork speed was different for each cork.READ MORE",1.0,0.0,doesnt felt good one cork speed different corkread
